period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2020,MT,Montana,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MT,Montana,IND,industrial,11414,5.18,232.98529,4501.861,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MT,Montana,COM,commercial,110977,10.51,494.42076,4702.35299,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MT,Montana,ALL,all sectors,644773,9.13,1332.24975,14584.179,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MO,Missouri,TRA,transportation,2,7.84,1.6034,20.463,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MO,Missouri,RES,residential,2833918,11.22,3922.56163,34950.36999,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MO,Missouri,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MO,Missouri,IND,industrial,10108,6.84,877.40199,12823.832,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MO,Missouri,COM,commercial,387872,8.93,2495.14112,27931.04698,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MO,Missouri,ALL,all sectors,3231900,9.64,7296.70814,75725.71197,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MS,Mississippi,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MS,Mississippi,RES,residential,1308149,11.17,2010.535,17994.83299,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MS,Mississippi,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MS,Mississippi,IND,industrial,10343,5.63,862.20208,15302.064,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MS,Mississippi,COM,commercial,237370,10.38,1368.9485,13185.14299,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MS,Mississippi,ALL,all sectors,1555862,9.13,4241.68558,46482.03998,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MN,Minnesota,TRA,transportation,1,9.4,1.9194,20.41,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MN,Minnesota,RES,residential,2464753,13.17,3020.23598,22935.67203,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MN,Minnesota,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MN,Minnesota,IND,industrial,9042,7.67,1501.59191,19571.84701,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MN,Minnesota,COM,commercial,303702,10.43,2244.65851,21526.67699,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MN,Minnesota,ALL,all sectors,2777498,10.57,6768.4058,64054.60602,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MI,Michigan,TRA,transportation,2,11.39,.4687,4.116,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MI,Michigan,RES,residential,4423595,16.26,5831.46141,35862.91179,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,ID,Idaho,RES,residential,782559,9.95,892.47279,8970.75099,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,ID,Idaho,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,ID,Idaho,IND,industrial,28759,6.23,571.938,9180.674,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,ID,Idaho,COM,commercial,114707,7.75,488.95549,6309.927,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,ID,Idaho,ALL,all sectors,926025,7.99,1953.36628,24461.35199,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,HI,Hawaii,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,HI,Hawaii,RES,residential,442002,30.28,862.7713,2849.114,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MI,Michigan,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MI,Michigan,IND,industrial,5580,7.24,1858.13386,25654.08102,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MI,Michigan,COM,commercial,546115,11.71,4156.47766,35490.797,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MI,Michigan,ALL,all sectors,4975292,12.21,11846.54163,97011.9058,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MA,Massachusetts,TRA,transportation,2,6.24,20.15849,323.287,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MA,Massachusetts,RES,residential,2817549,21.97,4468.96046,20345.178,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MA,Massachusetts,IND,industrial,10877,14.51,902.3456,6220.37602,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MA,Massachusetts,COM,commercial,411448,16.03,3706.92964,23120.50002,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MA,Massachusetts,ALL,all sectors,3239876,18.19,9098.3942,50009.34104,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MD,Maryland,TRA,transportation,5,7.79,38.08233,488.906,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MD,Maryland,RES,residential,2376983,13.01,3551.2806,27306.375,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MD,Maryland,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,PA,Pennsylvania,TRA,transportation,5,8.58,36.50537,425.435,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,PA,Pennsylvania,RES,residential,5448109,13.58,7511.99127,55307.093,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,PA,Pennsylvania,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,PA,Pennsylvania,IND,industrial,15462,6.16,2994.34652,48607.303,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,PA,Pennsylvania,COM,commercial,720919,8.5,3006.39756,35381.00599,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,PA,Pennsylvania,ALL,all sectors,6184495,9.7,13549.24072,139720.83699,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,OR,Oregon,TRA,transportation,2,9.46,2.42251,25.606,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,OR,Oregon,RES,residential,1785131,11.17,2191.8668,19628.011,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,OR,Oregon,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,OR,Oregon,IND,industrial,26353,5.7,889.56107,15616.78201,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,OR,Oregon,COM,commercial,239645,9,1417.93296,15748.914,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,OR,Oregon,ALL,all sectors,2051131,8.82,4501.78333,51019.31301,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,OK,Oklahoma,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,OK,Oklahoma,RES,residential,1795629,10.12,2350.1215,23232.47299,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,OK,Oklahoma,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,OK,Oklahoma,IND,industrial,20468,4.61,938.9503,20367.84399,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,OK,Oklahoma,COM,commercial,290192,7.82,1463.05252,18698.988,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,OK,Oklahoma,ALL,all sectors,2106289,7.63,4752.12432,62299.30498,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,CA,California,ALL,all sectors,15708395,18,45028.61209,250174.67203,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AR,Arkansas,TRA,transportation,2,13.32,.0265,.199,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AR,Arkansas,RES,residential,1413490,10.41,1871.42181,17980.20601,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AR,Arkansas,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AR,Arkansas,IND,industrial,35978,5.89,987.4351,16760.18201,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AR,Arkansas,COM,commercial,197869,8.61,956.72029,11110.41599,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AR,Arkansas,ALL,all sectors,1647339,8.32,3815.60369,45851.00301,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AZ,Arizona,TRA,transportation,2,9.38,1.0643,11.341,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AZ,Arizona,RES,residential,2896339,12.27,4751.04679,38707.41601,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AZ,Arizona,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AZ,Arizona,IND,industrial,7595,6.07,856.64419,14113.139,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AZ,Arizona,COM,commercial,331229,10.11,2944.34801,29128.178,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,WY,Wyoming,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,WY,Wyoming,RES,residential,276029,11.11,319.9399,2879.528,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,WY,Wyoming,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,WY,Wyoming,IND,industrial,11334,6.88,628.10381,9131.466,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,WY,Wyoming,COM,commercial,57958,9.65,320.504,3320.02399,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,WY,Wyoming,ALL,all sectors,345321,8.27,1268.54771,15331.018,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,WI,Wisconsin,TRA,transportation,2,14.64,.141,.963,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,WI,Wisconsin,RES,residential,2742424,14.32,3271.7577,22846.73402,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,WI,Wisconsin,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,WI,Wisconsin,IND,industrial,5621,7.29,1615.65608,22164.38901,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,WI,Wisconsin,COM,commercial,360316,10.75,2412.93234,22436.27501,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,WI,Wisconsin,ALL,all sectors,3108363,10.82,7300.48712,67448.36105,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,WV,West Virginia,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,WV,West Virginia,RES,residential,862279,11.8,1283.97619,10877.499,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,WV,West Virginia,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,WV,West Virginia,IND,industrial,11444,6.09,867.9427,14243.24,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,WV,West Virginia,COM,commercial,146769,9.4,654.03551,6955.844,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,WV,West Virginia,ALL,all sectors,1020492,8.75,2805.9544,32076.583,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,WA,Washington,TRA,transportation,5,9.93,9.7075,97.748,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,IL,Illinois,TRA,transportation,3,6.56,29.5074,449.958,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,IL,Illinois,RES,residential,5339610,13.04,6021.96565,46170.538,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,IL,Illinois,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,IL,Illinois,IND,industrial,5561,6.7,2703.05566,40362.20399,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,IL,Illinois,COM,commercial,628868,9.15,4160.56688,45486.57701,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,IL,Illinois,ALL,all sectors,5974042,9.75,12915.09559,132469.277,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,ID,Idaho,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,IA,Iowa,RES,residential,1403386,12.46,1815.0275,14567.48298,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,IA,Iowa,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,IA,Iowa,IND,industrial,9507,6.43,1572.41782,24466.64101,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,IA,Iowa,COM,commercial,243762,9.96,1155.68807,11605.73805,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,IA,Iowa,ALL,all sectors,1656655,8.97,4543.13339,50639.86205,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,IN,Indiana,TRA,transportation,1,10.21,1.8387,18.001,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,IN,Indiana,RES,residential,2920266,12.83,4217.03746,32878.35501,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,IN,Indiana,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,IN,Indiana,IND,industrial,19383,6.98,2949.71799,42262.90999,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,IN,Indiana,COM,commercial,363465,11.21,2465.0666,21996.47801,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,IN,Indiana,ALL,all sectors,3303115,9.92,9633.66075,97155.74401,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AZ,Arizona,ALL,all sectors,3235165,10.44,8553.10329,81960.07401,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AK,Alaska,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AK,Alaska,RES,residential,315208,22.57,471.52644,2089.04601,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AK,Alaska,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AK,Alaska,IND,industrial,1129,15.88,207.20551,1304.41499,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AK,Alaska,COM,commercial,61993,19.58,494.10288,2524.11599,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AK,Alaska,ALL,all sectors,378330,19.82,1172.83483,5917.57699,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AL,Alabama,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AL,Alabama,RES,residential,2280741,12.57,3939.86698,31331.04101,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AL,Alabama,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AL,Alabama,IND,industrial,7240,5.87,1806.5243,30756.789,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AL,Alabama,COM,commercial,371888,11.55,2460.39471,21307.77501,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,AL,Alabama,ALL,all sectors,2659869,9.84,8206.78599,83395.60502,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,KS,Kansas,ALL,all sectors,1542941,10.38,4097.67312,39483.94599,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,KS,Kansas,COM,commercial,236430,10.4,1544.29922,14843.31899,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,KS,Kansas,IND,industrial,23979,7.3,806.29832,11048.183,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,KS,Kansas,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,KS,Kansas,RES,residential,1282532,12.85,1747.07559,13592.444,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,KS,Kansas,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,KY,Kentucky,ALL,all sectors,2331906,8.58,6162.95652,71800.39901,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,KY,Kentucky,COM,commercial,312014,10.34,1867.4058,18061.357,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,KY,Kentucky,IND,industrial,5982,5.31,1477.126,27803.946,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,KY,Kentucky,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,KY,Kentucky,RES,residential,2013910,10.87,2818.42472,25935.09601,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,KY,Kentucky,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,LA,Louisiana,ALL,all sectors,2428427,7.51,6696.981,89126.68501,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,LA,Louisiana,COM,commercial,296222,8.85,1982.59901,22398.708,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,LA,Louisiana,IND,industrial,19276,4.88,1770.44529,36276.417,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,LA,Louisiana,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,LA,Louisiana,RES,residential,2112928,9.67,2942.9887,30440.74601,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,LA,Louisiana,TRA,transportation,1,8.77,.948,10.814,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,ME,Maine,ALL,all sectors,817815,13.54,1536.84876,11346.74,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,ME,Maine,COM,commercial,97575,12.56,479.4137,3815.653,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,ME,Maine,IND,industrial,2681,8.86,232.77003,2625.824,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,ME,Maine,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,ME,Maine,RES,residential,717559,16.81,824.66503,4905.263,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,ME,Maine,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MD,Maryland,ALL,all sectors,2642692,11.15,6425.62479,57629.04001,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MD,Maryland,COM,commercial,256738,9.72,2572.15095,26451.86401,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020,MD,Maryland,IND,industrial,8966,7.81,264.1109,3381.895,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,AL,Alabama,COM,commercial,369798,11.52,2657.6258,23076.47,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,NH,New Hampshire,ALL,all sectors,738697,17.15,1837.53699,10711.65701,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,NV,Nevada,TRA,transportation,1,8.51,.683,8.027,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,NV,Nevada,RES,residential,1204996,12,1544.74251,12867.637,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,NV,Nevada,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,NV,Nevada,IND,industrial,3265,6.14,762.82552,12425.53601,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,NV,Nevada,COM,commercial,167628,8.04,938.86722,11681.186,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,NV,Nevada,ALL,all sectors,1375890,8.78,3247.11824,36982.38601,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,NE,Nebraska,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,NE,Nebraska,RES,residential,855619,10.77,1109.65448,10307.90498,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,NE,Nebraska,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,NE,Nebraska,IND,industrial,62204,7.65,812.6298,10618.56002,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,NE,Nebraska,COM,commercial,153814,8.85,836.86959,9456.72501,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,NE,Nebraska,ALL,all sectors,1071637,9.08,2759.15388,30383.19001,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MT,Montana,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MT,Montana,RES,residential,516052,11.13,590.943,5308.103,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MT,Montana,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MT,Montana,IND,industrial,11286,5.45,275.67514,5057.08799,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MT,Montana,COM,commercial,109459,10.41,515.87539,4956.07999,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MT,Montana,ALL,all sectors,636797,9.02,1382.49352,15321.27098,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MO,Missouri,TRA,transportation,2,7.89,1.8549,23.517,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MO,Missouri,RES,residential,2811863,11.14,3975.60149,35691.42598,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MO,Missouri,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MO,Missouri,IND,industrial,10096,7.11,924.81939,13009.718,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MO,Missouri,COM,commercial,384787,9.07,2733.86548,30133.114,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MO,Missouri,ALL,all sectors,3206748,9.68,7636.14126,78857.77499,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MS,Mississippi,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MS,Mississippi,RES,residential,1293419,11.27,2108.80051,18717.85801,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MS,Mississippi,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MS,Mississippi,IND,industrial,10379,5.85,936.15761,15994.18599,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MS,Mississippi,COM,commercial,237625,10.52,1497.76319,14238.982,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MS,Mississippi,ALL,all sectors,1541423,9.28,4542.72131,48951.026,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MN,Minnesota,TRA,transportation,1,9.49,2.3832,25.109,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MN,Minnesota,RES,residential,2446111,13.04,2906.62539,22288.152,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MN,Minnesota,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MN,Minnesota,IND,industrial,8998,7.53,1636.94462,21748.034,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MN,Minnesota,COM,commercial,299995,10.34,2369.10521,22904.299,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MN,Minnesota,ALL,all sectors,2755105,10.33,6915.05842,66965.594,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MI,Michigan,TRA,transportation,2,10.56,.6706,6.353,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MI,Michigan,RES,residential,4384305,15.74,5273.11884,33495.725,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MI,Michigan,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MI,Michigan,IND,industrial,5726,7.07,2114.08174,29886.43199,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MI,Michigan,COM,commercial,544690,11.39,4313.03932,37860.78299,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MI,Michigan,ALL,all sectors,4934723,11.56,11700.9105,101249.29298,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MA,Massachusetts,TRA,transportation,2,6.15,21.13832,343.494,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MA,Massachusetts,RES,residential,2802099,21.92,4233.10552,19314.571,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MA,Massachusetts,IND,industrial,11020,14.76,935.80523,6341.699,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MA,Massachusetts,COM,commercial,410995,16.8,4255.44325,25336.834,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MA,Massachusetts,ALL,all sectors,3224116,18.4,9445.49232,51336.59799,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MD,Maryland,TRA,transportation,5,7.37,42.36703,575.218,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MD,Maryland,RES,residential,2352535,13.12,3611.32655,27533.69299,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MD,Maryland,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MD,Maryland,IND,industrial,8935,7.8,290.02233,3718.412,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MD,Maryland,COM,commercial,256165,9.97,2879.56607,28893.33501,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,MD,Maryland,ALL,all sectors,2617640,11.24,6823.28198,60720.658,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,ME,Maine,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,ME,Maine,RES,residential,710869,17.89,857.569,4793.80901,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,ME,Maine,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,ME,Maine,IND,industrial,2893,9.22,257.28085,2789.92599,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,ME,Maine,COM,commercial,99738,12.83,532.11851,4148.305,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,ME,Maine,ALL,all sectors,813500,14.04,1646.96835,11732.04,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,LA,Louisiana,TRA,transportation,1,9.08,1.0792,11.886,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2019,LA,Louisiana,RES,residential,2095466,9.8,3035.09459,30986.02401,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
